city,house type,house_area,garden_area,rooms,balconies,air_condition,parking,protected_room,elevator,renovated,furniture,accessibility,bars,storage,price,rent price,cap rate
natanya,penthouse,250.0,0.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3850000.0,11196,3.490
tel aviv,apartment,80.0,0.0,3.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3950000.0,9105,2.766
jerusalem,apartment,130.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3200000.0,7826,2.935
ashkelon,apartment,122.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1750000.0,4868,3.338
jerusalem,apartment,100.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3600000.0,6614,2.205
natanya,apartment,128.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3000000.0,7090,2.836
haifa,apartment,103.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1600000.0,4071,3.053
ashkelon,apartment,96.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1200000.0,2978,2.978
jerusalem,apartment,80.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2700000.0,5333,2.370
rishon lezion,apartment,82.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2500000.0,5080,2.438
tel aviv,penthouse,122.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5220000.0,12844,2.953
ramat gan,apartment,60.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2950000.0,5237,2.130
ashkelon,apartment,83.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1800000.0,3493,2.329
haifa,apartment,75.0,0.0,2.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,975000.0,3352,4.126
tel aviv,apartment,119.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3700000.0,11568,3.752
tel aviv,private house,110.0,40.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,13000000.0,8607,0.794
ramat gan,apartment,100.0,0.0,4.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3150000.0,6895,2.627
natanya,apartment,68.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1480000.0,4735,3.839
ashkelon,apartment,90.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1390000.0,3821,3.299
jerusalem,apartment,60.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1970000.0,4731,2.882
haifa,penthouse,78.0,0.0,3.5,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2050000.0,4566,2.673
petah tikva,apartment,62.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680000.0,3651,2.608
jerusalem,garden apartment,110.0,40.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2500000.0,5894,2.829
petah tikva,apartment,120.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2800000.0,7407,3.174
petah tikva,apartment,110.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2550000.0,5581,2.626
jerusalem,apartment,160.0,0.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5200000.0,10159,2.344
ashdod,apartment,153.0,0.0,4.5,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3020000.0,6866,2.728
ramat gan,apartment,72.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2790000.0,5659,2.434
jerusalem,private house,240.0,40.0,8.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4880000.0,9612,2.364
beer sheva,apartment,82.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1400000.0,3094,2.652
tel aviv,apartment,110.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4300000.0,8679,2.422
rishon lezion,apartment,95.0,0.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2550000.0,6775,3.188
beer sheva,private house,160.0,70.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2300000.0,7794,4.066
jerusalem,apartment,72.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2150000.0,5267,2.940
ashdod,garden apartment,180.0,30.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4180000.0,7693,2.209
ashkelon,apartment,84.0,0.0,3.5,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1550000.0,3452,2.673
beer sheva,apartment,48.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,635000.0,2285,4.318
ashdod,apartment,86.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1760000.0,3898,2.658
beer sheva,apartment,56.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,810000.0,2205,3.267
ashkelon,apartment,93.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1400000.0,3679,3.153
rishon lezion,apartment,125.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4050000.0,7204,2.135
ashkelon,apartment,90.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1590000.0,3787,2.858
natanya,apartment,144.0,0.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3000000.0,6416,2.566
ashdod,apartment,115.0,0.0,4.5,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1910000.0,5289,3.323
rishon lezion,apartment,70.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2700000.0,5922,2.632
ashkelon,apartment,142.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2320000.0,4789,2.477
ramat gan,garden apartment,240.0,0.0,5.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800000.0,11020,2.755
beer sheva,private house,250.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1460000.0,3383,2.781
ashkelon,dual family,390.0,150.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4500000.0,5885,1.569
ashdod,apartment,192.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3750000.0,8278,2.649
ashkelon,apartment,133.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3300000.0,5109,1.858
petah tikva,penthouse,170.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2890000.0,10417,4.325
beer sheva,private house,160.0,100.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1400000.0,2867,2.457
rishon lezion,apartment,150.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3700000.0,9604,3.115
ashkelon,apartment,90.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1600000.0,3321,2.491
ashdod,apartment,168.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3250000.0,8388,3.097
ashdod,garden apartment,62.0,3.0,2.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1600000.0,3366,2.525
beer sheva,duplex,178.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2065000.0,5412,3.145
beer sheva,apartment,115.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1550000.0,3984,3.084
jerusalem,apartment,74.0,0.0,3.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2730000.0,4576,2.011
ashdod,apartment,146.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2900000.0,7109,2.942
jerusalem,apartment,110.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2700000.0,9039,4.017
ashkelon,garden apartment,165.0,55.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3000000.0,6572,2.629
haifa,apartment,58.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0,2824,2.421
beer sheva,apartment,91.0,0.0,3.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1260000.0,3387,3.226
petah tikva,apartment,152.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4280000.0,7441,2.086
jerusalem,apartment,137.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0,10065,4.314
ashdod,apartment,60.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1500000.0,2993,2.394
ashkelon,duplex,200.0,0.0,6.5,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2650000.0,7164,3.244
ashkelon,penthouse,140.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2200000.0,5297,2.889
petah tikva,duplex,123.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3750000.0,7537,2.412
beer sheva,apartment,65.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,750000.0,2308,3.693
jerusalem,apartment,110.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2690000.0,7081,3.159
beer sheva,apartment,86.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,960000.0,3073,3.841
jerusalem,apartment,134.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3650000.0,8200,2.696
rishon lezion,apartment,69.0,0.0,3.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2000000.0,4303,2.582
tel aviv,private house,215.0,155.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4500000.0,9939,2.650
beer sheva,apartment,78.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,950000.0,2821,3.563
jerusalem,apartment,60.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2150000.0,5108,2.851
rishon lezion,penthouse,313.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6400000.0,14803,2.776
haifa,apartment,60.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,930000.0,2834,3.657
ashdod,apartment,100.0,0.0,3.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1670000.0,4813,3.458
beer sheva,apartment,115.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935000.0,3108,3.989
jerusalem,garden apartment,145.0,60.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6700000.0,8654,1.550
beer sheva,apartment,45.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1180000.0,2145,2.181
tel aviv,dual family,111.0,111.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3300000.0,12938,4.705
ashkelon,apartment,141.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2450000.0,4329,2.120
rishon lezion,apartment,95.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2930000.0,6086,2.493
beer sheva,apartment,73.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,820000.0,2327,3.405
ashkelon,apartment,80.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1390000.0,3085,2.663
tel aviv,apartment,115.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5200000.0,11602,2.677
beer sheva,garden apartment,207.0,70.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1800000.0,4161,2.774
beer sheva,apartment,78.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1450000.0,2835,2.346
rishon lezion,apartment,90.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,5255,2.522
beer sheva,apartment,70.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050000.0,2733,3.123
tel aviv,apartment,95.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3950000.0,9733,2.957
ramat gan,apartment,63.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000000.0,5598,3.359
beer sheva,apartment,112.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1470000.0,3904,3.187
jerusalem,private house,265.0,125.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4980000.0,15081,3.634
ashdod,apartment,101.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2025000.0,4995,2.960
beer sheva,apartment,148.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1930000.0,4683,2.912
rishon lezion,apartment,100.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3350000.0,6680,2.393
beer sheva,apartment,75.0,0.0,3.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,650000.0,2547,4.702
rishon lezion,apartment,108.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2840000.0,7660,3.237
ramat gan,apartment,70.0,0.0,3.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2420000.0,6983,3.463
tel aviv,apartment,73.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2720000.0,4968,2.192
beer sheva,private house,260.0,80.0,6.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2800000.0,7068,3.029
beer sheva,apartment,125.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1170000.0,3127,3.207
beer sheva,apartment,100.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1200000.0,3204,3.204
petah tikva,apartment,85.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2500000.0,5936,2.849
rishon lezion,apartment,130.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2890000.0,5431,2.255
natanya,apartment,124.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3300000.0,8194,2.980
jerusalem,apartment,80.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3100000.0,5161,1.998
ashkelon,apartment,100.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1550000.0,3834,2.968
haifa,duplex,112.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1900000.0,5863,3.703
ashkelon,apartment,126.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2099000.0,4916,2.810
petah tikva,apartment,125.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3400000.0,7785,2.748
jerusalem,garden apartment,115.0,184.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4850000.0,9798,2.424
ashkelon,private house,260.0,0.0,5.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3900090.0,8159,2.510
jerusalem,apartment,87.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3500000.0,6369,2.184
natanya,apartment,82.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1820000.0,4809,3.171
petah tikva,penthouse,215.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5450000.0,11361,2.502
tel aviv,apartment,64.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2500000.0,6234,2.992
ashkelon,apartment,130.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1850000.0,3980,2.582
beer sheva,garden apartment,65.0,15.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,950000.0,2570,3.246
haifa,private house,240.0,150.0,4.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2450000.0,8725,4.273
ashdod,apartment,144.0,0.0,4.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3100000.0,6432,2.490
rishon lezion,apartment,100.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2680000.0,5706,2.555
ramat gan,garden apartment,82.0,20.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2550000.0,4840,2.278
jerusalem,apartment,95.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3290000.0,7031,2.564
beer sheva,apartment,110.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1485000.0,3944,3.187
rishon lezion,garden apartment,320.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3200000.0,9042,3.391
haifa,penthouse,125.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4400000.0,6606,1.802
beer sheva,garden apartment,112.0,60.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1680000.0,3952,2.823
ashdod,apartment,106.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2000000.0,4004,2.402
haifa,apartment,73.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,2499,2.399
ashdod,apartment,132.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2580000.0,6828,3.176
jerusalem,apartment,137.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4000000.0,9624,2.887
natanya,apartment,135.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590000.0,7597,3.520
haifa,apartment,73.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1300000.0,2237,2.065
ashdod,apartment,87.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,3779,3.023
tel aviv,apartment,70.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2920000.0,9640,3.962
beer sheva,apartment,76.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620000.0,2340,4.529
jerusalem,apartment,85.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2300000.0,6568,3.427
ramat gan,private house,400.0,200.0,4.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11850000.0,12396,1.255
ashdod,apartment,98.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2050000.0,4962,2.905
ashkelon,apartment,90.0,0.0,3.5,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1500000.0,3464,2.771
natanya,apartment,65.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1840000.0,4045,2.638
rishon lezion,apartment,65.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1900000.0,4293,2.711
rishon lezion,apartment,93.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2880000.0,7084,2.952
jerusalem,apartment,110.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3750000.0,7874,2.520
ashkelon,apartment,100.0,0.0,3.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1550000.0,4289,3.321
ramat gan,apartment,110.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3200000.0,8624,3.234
natanya,apartment,100.0,0.0,3.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1985000.0,5434,3.285
jerusalem,apartment,120.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4150000.0,9796,2.833
ramat gan,apartment,107.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3100000.0,8100,3.135
natanya,apartment,65.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1980000.0,4513,2.735
ramat gan,apartment,120.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4500000.0,9243,2.465
haifa,garden apartment,265.0,165.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2200000.0,6850,3.736
rishon lezion,apartment,90.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2500000.0,6598,3.167
beer sheva,apartment,50.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,675000.0,1983,3.525
natanya,apartment,130.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2900000.0,9079,3.757
beer sheva,apartment,113.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2000000.0,3990,2.394
beer sheva,apartment,240.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1500000.0,2698,2.158
tel aviv,apartment,85.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5150000.0,9578,2.232
jerusalem,garden apartment,285.0,140.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5500000.0,11688,2.550
haifa,penthouse,270.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2995000.0,7744,3.103
jerusalem,apartment,85.0,0.0,4.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300000.0,4819,1.752
rishon lezion,apartment,110.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2890000.0,7288,3.026
jerusalem,apartment,100.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3150000.0,7452,2.839
rishon lezion,private house,250.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5650000.0,13769,2.924
ashdod,private house,280.0,0.0,7.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4900000.0,11296,2.766
rishon lezion,apartment,85.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2060000.0,5209,3.034
beer sheva,garden apartment,275.0,140.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2490000.0,5568,2.683
ramat gan,apartment,68.0,0.0,2.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100000.0,5085,2.906
petah tikva,apartment,72.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2000000.0,4301,2.581
ashdod,apartment,190.0,0.0,7.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3970000.0,7652,2.313
petah tikva,apartment,102.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2450000.0,6233,3.053
petah tikva,apartment,101.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2950000.0,6048,2.460
ramat gan,apartment,78.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2490000.0,6482,3.124
tel aviv,apartment,69.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3450000.0,6619,2.302
tel aviv,apartment,67.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2490000.0,8396,4.046
tel aviv,apartment,85.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5450000.0,8959,1.973
ashdod,apartment,50.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540000.0,2996,2.335
beer sheva,apartment,96.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1045000.0,2097,2.408
jerusalem,apartment,90.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3900000.0,6446,1.983
